peringkat,nama,split,skor,frac_datar,dikenal
253,70007041023020121601000_jpg.rf.d2WP09HfBxOivY2exGDw.jpg,train,0.0000,0.402,
254,7003032861_jpg.rf.5iwjUp0raKo2V8WDUSCa.jpg,train,0.0000,0.404,
255,7730989228_e36788142f_k_jpg.rf.E8CigzNaBQ3NejM6gzhu.jpg,train,0.0000,0.400,
256,800px-000672_-_Autob-C3-BAs_jpg.rf.WWWQGr2ebvFPKaQ4LD46.jpg,train,0.0000,0.403,
257,830005_2_original_jpg.rf.kF0FHjrFd0TmRMfixqTo.jpg,train,0.0000,0.402,
258,847666-2012-mitsubishi-fuso-super-gr_jpg.rf.xMCqkHhUqffPghAIT8ge.jpg,train,0.0000,0.404,
259,849x493q70greg-busStrike_jpg.rf.WUh7ylyXOyPnLckckxS3.jpg,train,0.0000,0.402,
260,8e122b9b28dc5f426486-1296x954_jpg.rf.Z2CJlFqB1x337hJPxyat.jpg,train,0.0000,0.400,
261,9041_1413578135698_jpg.rf.OUXmgIGCupxpgxlLqMvl.jpg,train,0.0000,0.403,
262,91247a_jpg.rf.cWaRyWbgK7161WfkxrGW.jpg,train,0.0000,0.402,
263,999589157_7_jpg.rf.ndqSuWk6C1xSKbP7PnKW.jpg,train,0.0000,0.404,
264,AEN20190704001900320_01_i_P4_jpg.rf.pE1ADRWCBP4gyOq7txfK.jpg,train,0.0000,0.401,
265,Al-Ghubaiba-Bus-Stations_jpg.rf.5vBBWajbNd8esuCXrn1B.jpg,train,0.0000,0.401,
266,Armada-Bus-Sehat-DAMRI-2-780x470_jpg.rf.mXzm34ztHDBaLoOwPux1.jpg,train,0.0000,0.401,
267,BIS_jpg.rf.z4tVMjGmqyAqijMBGNIJ.jpg,train,0.0000,0.403,
268,BUS-2BDAMRI-2BKEMAYORAN_png.rf.SOCo39zGQfhRbIeDc1O2.jpg,train,0.0000,0.403,
269,BUS-INDONESIA-1-26-X-ETS2-768x431_jpg.rf.NFPG6BE4DvUfHhutJ5X9.jpg,train,0.0000,0.402,
270,B_lions_city_02_jpg.rf.JBn0DYFKK6g8EZnhsLM7.jpg,train,0.0000,0.405,
271,Baru-Kepala-Emas1_jpg.rf.yQS5cBMhGaLhYPmFfdqm.jpg,train,0.0000,0.400,
272,Beverage-Trucks-Mitsubishi-Fuso-FG-1_jpg.rf.lVycV74SlxjK7sxyi4fr.jpg,train,0.0000,0.401,
273,Bus-2BDamri-2BBandara_png.rf.x04X700q9ug9wKCTymrs.jpg,train,0.0000,0.401,
274,Bus-2BDamri-2BJakarta-2B2_jpg.rf.8ChDNDjWGtAWh9qRGUFx.jpg,train,0.0000,0.424,
275,Bus-DAMRI-istimewa5e06e8ff7aea3430_jpg.rf.JieJK7DJsvs16GZeNnJW.jpg,train,0.0000,0.400,
276,Bus-Damri2233_jpg.rf.ERmWwTHlS89wcVGPkKOW.jpg,train,0.0000,0.401,
277,Bus-Jakarta-Explorer_jpg.rf.adWoMnqJKfC2ro3xg5i3.jpg,train,0.0000,0.400,
278,Bus-Raya_png.rf.uX3JDM5mzHMoURmAHJeu.jpg,train,0.0000,0.401,
279,Bus-boarder-2-e1555851835468_jpg.rf.vGT62QXAWyCKrqICHvu7.jpg,train,0.0000,0.401,
280,CIMG3759-2_jpg.rf.bcRFFxyijR0kz2q0HLO3.jpg,train,0.0000,0.401,
281,Crane-Truck-Mitsubishi-Fuso-Turbo-Di_jpg.rf.CWVkUbbCCQusTWV1WXnt.jpg,train,0.0000,0.412,
282,Cutting-Sticker-Truck-Canter-Kuning-1_jpg.rf.oNh2QhdQZhlGhJkEFxAu.jpg,train,0.0000,0.400,
283,Cutting-Sticker-Truk-Canter-Variasi-_jpg.rf.SdpC6AzvkVjznZeQv39R.jpg,train,0.0000,0.402,
284,Cutting-Sticker-full-Truk-Canter-Var_jpg.rf.khESN67aae6U8EGCkGwE.jpg,train,0.0000,0.401,
285,Cutting-sticker-truck-canter-kuning-_jpg.rf.otLJnRwm9aY6vN9qTXDK.jpg,train,0.0000,0.400,
286,DAMRI-2-1_jpg.rf.TAiL4TorXRxTaMWws6Vm.jpg,train,0.0000,0.405,
287,DAMRI-3-1_jpg.rf.yozZNJhTxUC6zR7kebhX.jpg,train,0.0000,0.401,
288,DAMRI-Brunei-001_jpg.rf.KAykMZ9liJm1eaUSvBYp.jpg,train,0.0000,0.402,
289,DAMRI-tempoe-doeloe-1_jpg.rf.bBrjMwIz6W6LJSKmklLu.jpg,train,0.0000,0.401,
290,DSC_0143_jpg.rf.JqS6i9LNQubCKRcx6VLi.jpg,train,0.0000,0.400,
291,DSC_0209-1050x591_jpg.rf.5ydu7HpmSsqGwTwG3BIA.jpg,train,0.0000,0.403,
292,DSC_4353-e1559667240877_jpg.rf.oUHNIBaUizVD2GXNWadg.jpg,train,0.0000,0.408,
293,Damri-2BLama_jpg.rf.H5U2tG0dHANNvrq9xCNE.jpg,train,0.0000,0.402,
294,Damri-2BPontianak-2BSingkawang_jpg.rf.5ZzuPOFQMgJUKHYvTd1j.jpg,train,0.0000,0.401,
295,Damri-2BSukabumi-2BBandara-2BSoekarn_jpg.rf.AU2F6xXrVQuWNH3H6iSy.jpg,train,0.0000,0.403,
296,Damri-2BSurabaya_jpg.rf.9x6GCqvuGNg0B63WIIIu.jpg,train,0.0000,0.401,
297,Damri-2Bke-2Bbandara-2BKertajati_jpg.rf.B26ariGNzlvJO3Rvy0OY.jpg,train,0.0000,0.401,
298,Damri-630x420_jpg.rf.3oMFJuEtjGcRy1uSnvaM.jpg,train,0.0000,0.406,
299,Damri-8_jpg.rf.tJvTEQ0iQCyanbKmyMPt.jpg,train,0.0000,0.400,
300,Damri-Bandara-di-Gambir_jpg.rf.gaptiXDtUnx92yj67P7m.jpg,train,0.0000,0.400,
301,Damri-Klasik-Kendaraan-Wisata-Dalam-_jpg.rf.Eo1nqFtDufVYwk0YJYpI.jpg,train,0.0000,0.400,
302,Damri-U_jpg.rf.kHtUoUeElujMeTuv8pwg.jpg,train,0.0000,0.400,
303,Delivery-Moving-Straight-Box-Truc-1_jpg.rf.fjUFSIESm2w6KjvVust1.jpg,train,0.0000,0.400,
304,Elite-7-Large_jpg.rf.SbcT6bA8dNLca2yPIJy6.jpg,train,0.0000,0.402,
305,FK417E-001_jpg.rf.5OT0hcuVuaxw0EEVtoGX.jpg,train,0.0000,0.401,
306,FUSO-6D24-2006-TRUCK_HEAD_-22-_jpg.rf.gktMXetdaNM3I5KlIVic.jpg,train,0.0000,0.401,
307,FirstSpirit_1596549623817CeTrax-Aufm_jpg.rf.Im4ip8qOhlwC8wfIDsS5.jpg,train,0.0000,0.400,
308,GILLIG-bus-for-Newsroom-Banner-1024x_jpg.rf.4nrKLcG6ZgzR2fskgcJ5.jpg,train,0.0000,0.402,
309,Harga-Tiket-Damri-Jambi-damricoid_jpg.rf.TW33jswsCeYMVYaM97es.jpg,train,0.0000,0.406,
310,Harga-tiket-Damri-Jakarta-keposiasi-_jpg.rf.rp9a4kzeC9TmJegVa315.jpg,train,0.0000,0.401,
311,IMG-20190701-WA0000_jpg.rf.u3aEsFh3UZVbJrAnqMx7.jpg,train,0.0000,0.401,
312,IMG02301-20120407-1229_jpg.rf.Ak1EzwK97t9RoWhfSLVV.jpg,train,0.0000,0.401,
313,IMG20190211170141_jpg.rf.A1GfB5cQbnfDuDwxxyRt.jpg,train,0.0000,0.403,
314,IMG_20150312_165650_jpg.rf.iL3K0zNlHuiDQH0rF8r8.jpg,train,0.0000,0.401,
315,IMG_20150904_105431_jpg.rf.5R42i3GEl4XmYa1r2Wmn.jpg,train,0.0000,0.402,
316,IMG_20151014_115833_jpg.rf.IyYoLiBDnUtBS50QVjpn.jpg,train,0.0000,0.401,
317,IMG_2431_2048x2048w_jpg.rf.bmdNQYnlO9nRlAjYZjhy.jpg,train,0.0000,0.400,
318,Image-3-BusDriverJade-Y717-TOH-1024x_png.rf.O9KHvlu7J2Kumsj3brle.jpg,train,0.0000,0.405,
319,Keltruck-2a_amd-768x512_jpg.rf.A7XEcbcSLVUCnrluPsXW.jpg,train,0.0000,0.401,
320,Landing-image-template-1024x683_jpg.rf.reThe3lJPf7ikoDXc1DT.jpg,train,0.0000,0.400,
321,London-Panorama-Bus-Tour-2_jpg.rf.juXInfLnJhrA231l0Ni4.jpg,train,0.0000,0.410,
322,MAN_30_03_2021_jpg.rf.C95wB0XnwmPLGZoQ292j.jpg,train,0.0000,0.402,
323,MITSUBISHI-FUSO-SUPER-GREAT-V-BETA-V_jpg.rf.fOvjonCHur1UTCG5ocBl.jpg,train,0.0000,0.400,
324,Mitsubishi-Fuso-Truck-of-America_jpg.rf.vDB0xZkMzSGexQ3YTbkD.jpg,train,0.0000,0.402,
325,MlvYs6BTcGdEVk9aRfKncj5Hq4-eOzTgvTe8_png.rf.AwcHKAeeCgajhZUCfDRH.jpg,train,0.0000,0.401,
326,Modifikasi-2BTruk-2BIndonesia-2B10_jpg.rf.VvBIkYeinTTQsesGpZif.jpg,train,0.0000,0.401,
327,Modifikasi-Truk-Canter-Jawa-3_jpg.rf.Q4Z9bnvSjr60UdcB46ge.jpg,train,0.0000,0.401,
328,New-2BShantika-2B2_jpg.rf.u98SOo806LAyovD3CZJJ.jpg,train,0.0000,0.401,
329,OTS-thumbnail-1024x576_jpg.rf.gOVti7AxKN2RsRNmgeqG.jpg,train,0.0000,0.402,
330,On-the-edge-of-the-moors-at-Illingwo_jpg.rf.nER7BnMke5ueqZkvXeoi.jpg,train,0.0000,0.431,
331,P1010474_jpg.rf.XcLOpbt0kDHOohQOsEEW.jpg,train,0.0000,0.401,
332,P2P-bus-services-Iloilo-Business-Par_jpg.rf.MVcqVaG4T3Li2jGaH1vR.jpg,train,0.0000,0.403,
333,PICT0304_jpg.rf.DugEQTtU34HoImII9zir.jpg,train,0.0000,0.403,
334,P_eBus_eTGE_jpg.rf.nQWxE68jXGs3lEQQzJBx.jpg,train,0.0000,0.403,
335,Photo0109_jpg.rf.e5qFbp5HqlHYaoWfVw37.jpg,train,0.0000,0.402,
336,Quester-Tangki-BBM-bertematik_TruckM_jpg.rf.DLJTXN8vauI9pYcgTZRt.jpg,train,0.0000,0.402,
337,T100_png.rf.62d6GEFqHMJByAYpk8vQ.png,train,0.0000,0.402,
338,T101_png.rf.fDnX1BXuH8spTkhiYavV.png,train,0.0000,0.400,
339,T102_png.rf.TESogZwU5vhXfGkhwCWA.png,train,0.0000,0.405,
340,T10_png.rf.gMAvNkq91QZFAVXxAyaG.png,train,0.0000,0.401,
341,T11_png.rf.S7RTeg4OU8uLLEHasqUE.png,train,0.0000,0.402,
342,T12_png.rf.VdD3ptiQXByHe2jf5ZFV.png,train,0.0000,0.404,
343,T13_png.rf.iiwpSLxeUqJYrevtfo81.png,train,0.0000,0.401,
344,T14_png.rf.RmgsRBCX39aAnMCx0jRM.png,train,0.0000,0.402,
345,T15_png.rf.ZOeQY1J3zYf3wXuFWcku.png,train,0.0000,0.408,
346,T16_png.rf.sG8AN4ndFr83MRkQg9l7.png,train,0.0000,0.400,
347,T17_png.rf.2oxDwsYWz1rmkWOaz8O4.png,train,0.0000,0.405,
348,T18_png.rf.I1jayzEwniW9zxW61mPh.png,train,0.0000,0.409,
349,T19_png.rf.oYjdnjG9yw60FsYzWOQK.png,train,0.0000,0.400,
350,T20_png.rf.b7RJAgbFGtdb0C2YJYt6.png,train,0.0000,0.403,
351,T22_png.rf.5q6uR3PvYHZiX7qE6yVN.png,train,0.0000,0.400,
352,T23_png.rf.smuJgaRBYznjuWAKNEOZ.png,train,0.0000,0.400,
353,T24_png.rf.V4n9TpjvUJSa3h6Vkkwa.png,train,0.0000,0.401,
354,T25_png.rf.gUmJ21KJs746Gnk5Qd4l.png,train,0.0000,0.402,
355,T26_png.rf.BiJui45PXmUUDEChAQAt.png,train,0.0000,0.405,
356,T29_png.rf.3EKwYKkdLXmVh153Ewc4.png,train,0.0000,0.400,
357,T31_png.rf.gTTz3IWUtapQu3BlEA2U.png,train,0.0000,0.401,
358,T32_png.rf.TRmFKEDjcNAeJKj9smo3.png,train,0.0000,0.403,
359,T33_png.rf.qlPPRVnvmSoRZlLvWb9n.png,train,0.0000,0.404,
360,T35_png.rf.MEc9SMuPqxVYaN7HKTz7.png,train,0.0000,0.401,
361,T37_png.rf.esRcepo75YthCF4kT9SU.png,train,0.0000,0.403,
362,T38_png.rf.8sxYy16jFFUu8lASDV5P.png,train,0.0000,0.402,
363,T3_png.rf.SAEw3PKx009kJJxf0OGu.png,train,0.0000,0.401,
364,T42_png.rf.pU5JnqYWaPrfT8IXk9cy.png,train,0.0000,0.402,
365,T43_png.rf.5VT4m4aOVbeVkgFXM6f6.png,train,0.0000,0.408,
366,T45_png.rf.Cwjd0jIGUIgbZ8WDLbPS.png,train,0.0000,0.401,
367,T47_png.rf.00E44vtBXNRZByCa1N1r.png,train,0.0000,0.404,
368,T48_png.rf.4TpTfeqM3DJzCsGFXhUZ.png,train,0.0000,0.402,
369,T4_png.rf.0Th9jUZUaqxC6r1Mvavo.png,train,0.0000,0.404,
370,T51_png.rf.hmow9dr8PWVRGgBASZOa.png,train,0.0000,0.400,
371,T52_png.rf.GaEufjFpMs6fFCrObA05.png,train,0.0000,0.402,
372,T53_png.rf.nrM0NLn8wS5o3JsuECvP.png,train,0.0000,0.402,
373,T54_png.rf.0bnVXYy1QX74NsqHhAY9.png,train,0.0000,0.401,
374,T55_png.rf.mnYrIT6ouxFXINVlzSAz.png,train,0.0000,0.404,
375,T56_png.rf.OEIepAlnavh9oK3p35Fo.png,train,0.0000,0.402,
376,T57_png.rf.kjIMmOBrSZ2tvTCAL656.png,train,0.0000,0.402,
377,T58_png.rf.ZsVVHyOB5HzUdEDnTA4j.png,train,0.0000,0.403,
378,T59_png.rf.onqClQAWI5iAmCIW0eZ6.png,train,0.0000,0.400,
379,T5_png.rf.WY7qM7NmTHRRkkbWZOVK.png,train,0.0000,0.408,
380,T60_png.rf.EKJaHRFh9ii1s5hBZehf.png,train,0.0000,0.402,
381,T61_png.rf.er7wGFNg5JJLkO3V3sps.png,train,0.0000,0.405,
382,T62_png.rf.vzkgMqe05FAD5iQHFq4L.png,train,0.0000,0.404,
383,T63_png.rf.GIMsw0znOKNVeiBEp3tZ.png,train,0.0000,0.400,
384,T64_png.rf.TW0oEOV2HO1BPHFpLZiI.png,train,0.0000,0.401,
385,T65_png.rf.l5xzhSv7g3kw3vGlb9vV.png,train,0.0000,0.403,
386,T66_png.rf.x4o6DFTa7XxJAtrwanQN.png,train,0.0000,0.400,
387,T67_png.rf.Xm0Peq6n28VS28TzCGJe.png,train,0.0000,0.403,
388,T68_png.rf.TBqbRqGYa5KvKYk8p5wa.png,train,0.0000,0.402,
389,T69_png.rf.AeDagdBwUCkeqK0bauLT.png,train,0.0000,0.407,
390,T6_png.rf.sXDig4QXridq0Bg2kxgL.png,train,0.0000,0.402,
391,T70_png.rf.9BdMSUItSaIWbe09inJK.png,train,0.0000,0.401,
392,T72_png.rf.uj8ipMVfDwRzlcDrGbe5.png,train,0.0000,0.401,
393,T73_png.rf.TYfH8d3UCrMzQm57mXQg.png,train,0.0000,0.404,
394,T76_png.rf.5j5Fu0r6chFCziXsJyyu.png,train,0.0000,0.402,
395,T77_png.rf.bqCdePOsvxWAmP98gYSd.png,train,0.0000,0.402,
396,T78_png.rf.UMNhawNdkisZ0kKhQCyx.png,train,0.0000,0.403,
397,T79_png.rf.hY034kz3feaKsWgfIw90.png,train,0.0000,0.401,
398,T7_png.rf.2vogILTFmdFxFHlNmUJL.png,train,0.0000,0.401,
399,T80_png.rf.tl5ijYfDVEcJJTdff7vr.png,train,0.0000,0.408,
400,T81_png.rf.O7AYbonibvI9YvtCNPAX.png,train,0.0000,0.403,
401,T82_png.rf.ciF94zNeHatjGd5UzpXe.png,train,0.0000,0.401,
402,T83_png.rf.i8c8bCoPUcwUytSpG9tN.png,train,0.0000,0.402,
403,T84_png.rf.IM0IKqMiE66kBiUjoLUD.png,train,0.0000,0.405,
404,T88_png.rf.mEyoSyY0gvHjt4cvu0XR.png,train,0.0000,0.402,
405,T89_png.rf.zT45aCkBPR0j3FUDfg79.png,train,0.0000,0.402,
406,T8_png.rf.MHxLZDtH1BoSwD5KWGjn.png,train,0.0000,0.401,
407,T90_png.rf.spm3PgbeGCJfcNu6GT9A.png,train,0.0000,0.401,
408,T93_png.rf.UhUlxKr8AafwE7hkljBd.png,train,0.0000,0.402,
409,T94_png.rf.HIxRgnaWa9TZ0FpNYl6f.png,train,0.0000,0.401,
410,T95_png.rf.XPRG2oDXjxbBxiZDKSXs.png,train,0.0000,0.400,
411,T96_png.rf.99CUgL8uOpHy5ybsR8G4.png,train,0.0000,0.403,
412,T97_png.rf.WxueimuqsGRWxEYMEvbW.png,train,0.0000,0.401,
413,T99_png.rf.dKmABEhM8YRmH64jWLh7.png,train,0.0000,0.405,
414,T9_png.rf.syIwEJbNRnNoq8KOJFbj.png,train,0.0000,0.403,
415,Truk-Foto-ktb-co_-id_-2_jpg.rf.Haqt9KNZ8yivtC4qt4gX.jpg,train,0.0000,0.402,
416,UT8keW_XfXcXXagOFbXd_jpg.rf.PRbhg9O89niUseRmGj6G.jpg,train,0.0000,0.404,
417,Untitled-design-60-1_png.rf.GkHucrtJfZqEZHOqjtwv.jpg,train,0.0000,0.402,
418,WhatsApp-Image-2020-07-04-at-18-38-3_jpg.rf.efJLCN7vQts2aaTdkFro.jpg,train,0.0000,0.403,
419,WhatsApp-Image-2021-04-19-at-14-47-0-1_jpg.rf.VHukkTEUgiP9uXfmt2LF.jpg,train,0.0000,0.400,
420,WhatsApp-Image-2021-04-19-at-14-47-0_jpg.rf.U7whlaDjw4a01fKWpFsH.jpg,train,0.0000,0.401,
421,Winstar-bus_jpg.rf.wf8nRGwLX4Z5fjRz55vu.jpg,train,0.0000,0.402,
422,X0JQaKT5nA_jpg.rf.Cpk5tiIXxABMr5lgbZap.jpg,train,0.0000,0.400,
423,YT00640_1_jpg.rf.NmWniO76oEqERlbGiRui.jpg,train,0.0000,0.403,
424,Yutong-55-Seats-Used-Bus-Coach-Bus-P_jpg.rf.qVwPF43wF4zeIX441nf5.jpg,train,0.0000,0.402,
425,a-maritime-truck-hauling-a-hyundai-shipping-container-along-_jpg.rf.yXz5Phop3opOnzmnLZ32.jpg,train,0.0000,0.402,
426,a79d604a-4711-4d86-a9bd-70a15cdc7243_png.rf.5TEa2ZUhOEiuTMyUn0Lq.jpg,train,0.0000,0.403,
427,aaf1bbc83654f71150d7bed74ecaa91e_jpg.rf.NGG5yVYZFLG5ZPQhJbqi.jpg,train,0.0000,0.402,
428,ad-assets-2F17828-5812AIS01-2Ffield_jpg.rf.KJwA2aKLaOeeszi4lIyI.jpg,train,0.0000,0.414,
429,ad-assets-2F2020-08-2F1597034527_ctt_jpg.rf.GxYQ0Nz1DhSMOPhU0iVP.jpg,train,0.0000,0.402,
430,arctic-bus-landmannalaugar_jpg.rf.yWLYv15ExA0RdnMQsInr.jpg,train,0.0000,0.401,
431,armada-damri-kini-dilengkapi-ion-pla_jpg.rf.snl3Xwir0nCTiU4l9uig.jpg,train,0.0000,0.402,
432,as_10_jpg.rf.w3lQWm6fNcp1SZ02Ep5F.jpg,train,0.0000,0.401,
433,au_vehicles-8355-2_jpg.rf.IIoDKTwmSlpopCFqPqZs.jpg,train,0.0000,0.402,
434,bak-2Btruk-2Birsyad-2Bputra_jpg.rf.k0mTrC4hyCKHqFmNoLl2.jpg,train,0.0000,0.402,
435,bak-truk-modifikasi_jpg.rf.LYiaHRzRtwMne7o90RUj.jpg,train,0.0000,0.401,
436,banjir-jakarta-bus-damri-rute-bandar_jpg.rf.mV3dozLXZoYsPmuZwrZ8.jpg,train,0.0000,0.400,
437,batambicara-id-kembali-beroperasiona_jpg.rf.dbXG8snnF42EtqJEDtII.jpg,train,0.0000,0.401,
438,bd641e5b2a4baeb6065d59537cff6f8f_jpg.rf.0zIlN5ZCRM4SzB8RfbmS.jpg,train,0.0000,0.403,
439,bd7406e99e25231acc59a1e7a821a6b6_jpg.rf.rfHHyEhJ4rHP3qnCFA3u.jpg,train,0.0000,0.402,
440,big-bus-tour-dubai_jpg.rf.4TwJpAgOeY62CTE1EsMk.jpg,train,0.0000,0.401,
441,bis-2Bwerkudara_jpg.rf.6ulXWjnThDZ1aIyNxz4U.jpg,train,0.0000,0.400,
442,bis-damri-56f691fd927a61d208fdbaf7_jpg.rf.MGLfA38LWsqwEO4Piya4.jpg,train,0.0000,0.404,
443,bs_jpg.rf.4aDqK0Xg1gOKahWVfNaS.jpg,train,0.0000,0.401,
444,bus-2Bdamri-2Bbandung-2B-2Bkuningan_jpg.rf.g1e3nAR0QeoOI2cmYQy2.jpg,train,0.0000,0.400,
445,bus-2Bdamri-2Bbandung_jpg.rf.LYGJqzlkyhqQtvW0faqH.jpg,train,0.0000,0.403,
446,bus-2Bdamri-2Bbogor_jpg.rf.T1zxnYIxWzBifAQu9aCf.jpg,train,0.0000,0.401,
447,bus-2Bdamri-2Bpariwisata5-2Bmedium-2_jpg.rf.LMYUlchEz5dEAPrzqnlF.jpg,train,0.0000,0.401,
448,bus-2Bdamri-min_jpg.rf.0SHcUMh7whFAdfM3w6My.jpg,train,0.0000,0.402,
449,bus-bandara-soetta-disetop-pendapata_jpg.rf.wUtnmNNBE6iCtrLbmKue.jpg,train,0.0000,0.400,
450,bus-damri-bandara_jpg.rf.9yP89wdDyGlzkyzhOpT8.jpg,train,0.0000,0.417,
451,bus-damri-eksekutif_20180404_132146_jpg.rf.vTeH9KZXwv0rSDfHhl39.jpg,train,0.0000,0.402,
452,bus-damri-hotel_jpg.rf.PxYyuR1C1N6ppZv440bs.jpg,train,0.0000,0.400,
453,bus-di-jakarta_jpg.rf.vJAE3DCogyo3af472xke.jpg,train,0.0000,0.401,
454,bus-listrik-indonesia_jpg.rf.b2uJo71KSvHwOgS03nrQ.jpg,train,0.0000,0.400,
455,bus-station_jpg.rf.Y8wxYHR8ggfVr8j8UY9j.jpg,train,0.0000,0.401,
456,bus-wrap-1_jpg.rf.6POnj1tiLmIsLPIOjSgw.jpg,train,0.0000,0.402,
457,bus19_jpg.rf.nLu5MFokqclXvL9QTIwY.jpg,train,0.0000,0.405,
458,bus_PNG8623_png.rf.p5zqM0AmOcMDshlXgss4.jpg,train,0.0000,0.496,
459,bus_jpg.rf.Ni2Lpq2TCMMb3P1kEUJ2.jpg,train,0.0000,0.400,
460,bus_suburjaya_Bl-rEszl6b__jpg.rf.n6WTnVEzKvfJ7zxl9ntR.jpg,train,0.0000,0.402,
461,c28552fd-ead4-4f25-a8ec-cc5e22391208_jpg.rf.WitHLUQzeeBhA0EMuLLy.jpg,train,0.0000,0.412,
462,cBdKihjh1Us6DwCV5JAjZObUkO35P3lPxkjq_jpg.rf.DJ1lgdqwtcALsfWHHMjt.jpg,train,0.0000,0.402,
463,cardiff-bus-3_jpg.rf.9fl5wTqfjcjuX2dRMTfv.jpg,train,0.0000,0.402,
464,cars_23051_mitsubishi_l300_2015_2305_jpg.rf.UMa7HQPpXHiZwPadFxyG.jpg,train,0.0000,0.403,
465,cata-bus_jpg.rf.xUri3V7grVR5ptOybyVv.jpg,train,0.0000,0.407,
466,cbf0pa41ri1377dosiuq_jpg.rf.JMn6GyHsqA9iZIU0G1oh.jpg,train,0.0000,0.401,
467,chiang-mai-thailand-september-privat_jpg.rf.drbyBGHcz06eatiwRCmT.jpg,train,0.0000,0.400,
468,chiangmai-thailand-march-mitsubishi-_jpg.rf.unoHZpTXVjeZFUVQ47JS.jpg,train,0.0000,0.400,
469,com-carbusindonesiabussid-bussimulat_png.rf.WCHvhJ5kB5Ym7s9T5Bvu.jpg,train,0.0000,0.406,
470,cq5dam-web-1280-1280_jpg.rf.O446GQ3pfoYaJChaqdf3.jpg,train,0.0000,0.402,
471,cutting-sticker-truck-canter-kombina_jpg.rf.PaaJNmpU9UDPMorMQYWb.jpg,train,0.0000,0.402,
472,d15a019bc31a4cb9310981c3549992ec_jpg.rf.8LRt392dLPJtTIciR4l3.jpg,train,0.0000,0.403,
473,damri-1-2_jpg.rf.ihbcH9p9WA9NkzHVfMrz.jpg,train,0.0000,0.425,
474,damri-2Bbus-2Bbandara-2Bsoeta-2B_jpg.rf.XA6lvWdQbxKD5PqpumH8.jpg,train,0.0000,0.400,
475,damri-2Bpurwakarta-2Bke-2Bbandara-2B-1_jpg.rf.i6LGFMaAGGIHqNAHGJlc.jpg,train,0.0000,0.400,
476,damri-bandara_jpg.rf.qNEIOBO82jDfbEmme0l0.jpg,train,0.0000,0.400,
477,damri-bisnis_20150629_191329_jpg.rf.1xL7SvTGsC5HmJ5W0NN3.jpg,train,0.0000,0.404,
478,damri-bus_jpg.rf.XISSoPdMPNIqvTCQWPbd.jpg,train,0.0000,0.402,
479,damri-lampung_20150515_185959_jpg.rf.sDv4LLj7M4yft1mxpmll.jpg,train,0.0000,0.400,
480,damri-listrik_jpg.rf.CIzZegbM8yftJpt3EvG7.jpg,train,0.0000,0.402,
481,damri-terminal-arjosari-sendangbiru__jpg.rf.6w8CeqCOkJhTlqFObyyD.jpg,train,0.0000,0.407,
482,damri-trans-padang-1_jpg.rf.pfW8j85pOFFpkVQ5qzvh.jpg,train,0.0000,0.401,
483,damri-ultima_jpg.rf.Y3ABwjrCTfPqLlE7mwnG.jpg,train,0.0000,0.400,
484,damri22_jpg.rf.EWpkTfaGCpQQJ6e9UvYx.jpg,train,0.0000,0.401,
485,damri535897280_jpg.rf.WxMJYV2e64UfeFzfoi1Z.jpg,train,0.0000,0.401,
486,dari-bbm-bus-damri-dikonversi-jadi-l_jpg.rf.UTxWml8Pd1kIfdWVKrEh.jpg,train,0.0000,0.400,
487,dca1a4f2-be7b-4532-90f4-3a5f41890bb0_jpg.rf.3V8oOdqMiVEsKVTFvKNt.jpg,train,0.0000,0.401,
488,doha-bus_jpg.rf.ylmRlNmZfo9K0J5JXwdG.jpg,train,0.0000,0.405,
489,dscn5949_1-27-2012_jpg.rf.sGOZVMhr6x3GugLadeC8.jpg,train,0.0000,0.401,
490,ep3-2Bmashel_jpg.rf.AGi8Tjz90bnVV0xDKVwE.jpg,train,0.0000,0.402,
491,ets2-mitsubishi-fuso-supergreat-truc_jpg.rf.StKWbaKx4BSl0dFLCZam.jpg,train,0.0000,0.402,
492,ets2_00027_ModLandNet_4_png.rf.WNHvNAZ2kWry5nvLERzS.jpg,train,0.0000,0.400,
493,eut2_hq_5e8817ae_png.rf.5vs3cQ9xxe8jdAiJcvL0.jpg,train,0.0000,0.402,
494,f23d879b06855fff25a49736ff70a859_jpg.rf.vv7vsl0wqp06dXSIVsyy.jpg,train,0.0000,0.403,
495,fuso-34tb_jpg.rf.eTL5dlNshS75H7INFdWx.jpg,train,0.0000,0.401,
496,gambar-20200102_925154_jpg.rf.A76EDmxfSk6OOb7ew3dL.jpg,train,0.0000,0.401,
497,gol2_10_jpg.rf.YD8dydeyxugef07qKW7c.jpg,train,0.0000,0.400,
498,gol2_13_jpg.rf.9whYiL8Ceqq93qMYkuqT.jpg,train,0.0000,0.408,
499,gol2_16_jpg.rf.ti3DaZ145qvizivEpre3.jpg,train,0.0000,0.403,
500,gol2_19_jpg.rf.lNt7txk64RTjIeZHb4RY.jpg,train,0.0000,0.400,
501,gol2_1_jpg.rf.OriHAdtKhyc5ajqHS49b.jpg,train,0.0000,0.404,
502,gol2_20_jpg.rf.C28nLfUmNq7t364EheHv.jpg,train,0.0000,0.416,
503,gol2_22_jpg.rf.Bjo6ZfZayiRqiixENJWx.jpg,train,0.0000,0.403,
504,gol2_23_jpg.rf.Hm5mK25GwBMKKd86omUH.jpg,train,0.0000,0.404,
